ID,date,temp,maxt,pcp,ws,minh,avgh,light
AWS_752,2015-07-18,21.8,26,0,2.1,,,
AWS_753,2015-07-18,16.7,21,0,0.5,,,
AWS_779,2015-07-18,24.2,28.4,0,1.6,,,
AWS_780,2015-07-18,23.3,26.6,0,2.7,,,
AWS_781,2015-07-18,21.9,24.5,0,3.5,,,
AWS_782,2015-07-18,17.5,20.6,0,1.7,,,
AWS_792,2015-07-18,22.1,24.7,0,2.7,,,
AWS_793,2015-07-18,23.2,25.8,0,4.5,,,
AWS_855,2015-07-18,23.2,24.4,0,7.7,,,
AWS_870,2015-07-18,16.4,20.8,0,2,,,
AWS_871,2015-07-18,16.7,20.6,0,2.5,,,
AWS_884,2015-07-18,21.7,24.7,0,3.3,,,
AWS_885,2015-07-18,20.6,23.8,0,2,,,
ASOS_184,2015-07-19,25.6,29.8,0,3.5,68,82.4,9.3
ASOS_185,2015-07-19,24,28.4,0,2.1,77,87.6,8.4
ASOS_188,2015-07-19,23.3,24.4,2.9,2.5,83,93.8,0
ASOS_189,2015-07-19,25.4,29.4,0.3,3.1,73,86.8,5.7
AWS_328,2015-07-19,26.4,29.9,0,2.1,,,
AWS_329,2015-07-19,23.2,27.4,0.5,2.9,,,
AWS_330,2015-07-19,25.7,29.6,0,2.8,,,
AWS_685,2015-07-19,26.2,30.1,0,3.2,,,
AWS_724,2015-07-19,21.7,23.9,0.5,3.3,,,
AWS_725,2015-07-19,24,26.7,0,3.8,,,
AWS_726,2015-07-19,24.2,25.5,0,5.5,,,
AWS_727,2015-07-19,24.9,30.3,0,1.3,,,
AWS_751,2015-07-19,21.7,22.9,2.5,2.6,,,
AWS_752,2015-07-19,25.1,27.7,0,1.7,,,
AWS_753,2015-07-19,20.7,24.9,0,0.6,,,
AWS_779,2015-07-19,26.2,31.1,0,1.4,,,
AWS_780,2015-07-19,24.2,26.8,1.5,2.9,,,
AWS_781,2015-07-19,22.1,23,1,2.6,,,
AWS_782,2015-07-19,20,21.3,14,1.2,,,
AWS_792,2015-07-19,22.9,24.4,3,2.5,,,
AWS_793,2015-07-19,25.8,29,0,4.1,,,
AWS_855,2015-07-19,24.7,25.9,0,7.8,,,
AWS_870,2015-07-19,18.1,19.5,17,2.6,,,
AWS_871,2015-07-19,18.2,22.9,5,3.1,,,
AWS_884,2015-07-19,24.1,27.8,0,3.9,,,
AWS_885,2015-07-19,22.1,24.7,2.5,2.8,,,
ASOS_184,2015-07-20,24.3,27.1,0,3.3,78,90.1,4
ASOS_185,2015-07-20,23.9,27.1,0,2.2,84,93.4,2.9
ASOS_188,2015-07-20,23.3,24.5,1.7,2.6,91,95.6,0
ASOS_189,2015-07-20,25.5,29,0.5,2,78,91,4.3
AWS_328,2015-07-20,25.7,28.9,0.5,1.4,,,
AWS_329,2015-07-20,23.4,27.1,1,2.5,,,
AWS_330,2015-07-20,24.7,27.7,1,1.7,,,
AWS_685,2015-07-20,25.7,30,0.5,2.4,,,
AWS_724,2015-07-20,22.1,23.9,1.5,3.1,,,
AWS_725,2015-07-20,23.8,26.9,1.5,3.3,,,
AWS_726,2015-07-20,24.4,26.2,0,3.4,,,
AWS_727,2015-07-20,23.6,27.1,0.5,1,,,
AWS_751,2015-07-20,21.6,22.9,5,1.3,,,
AWS_752,2015-07-20,23.7,25.9,0,1,,,
AWS_753,2015-07-20,20.3,23.3,0,0.7,,,
AWS_779,2015-07-20,25.5,30.2,0,1.7,,,
AWS_780,2015-07-20,24.3,26.5,2,2.7,,,
AWS_781,2015-07-20,22,23.4,2.5,2.6,,,
AWS_782,2015-07-20,20.6,22,9.5,1.2,,,
AWS_792,2015-07-20,23,24.6,3,2.3,,,
AWS_793,2015-07-20,25.4,29.3,0,2.7,,,
AWS_855,2015-07-20,25,27.2,0,4.3,,,
AWS_870,2015-07-20,18,20.2,14.5,1.8,,,
AWS_871,2015-07-20,17.9,21.7,4,1.5,,,
AWS_884,2015-07-20,24.3,27.7,1,2.6,,,
AWS_885,2015-07-20,22.7,25.2,2,2.8,,,
ASOS_184,2015-07-21,24.3,27.4,,1.7,77,92.5,4
ASOS_185,2015-07-21,24,27.7,0,2.1,83,96.4,6.8
ASOS_188,2015-07-21,25.2,28.1,,1.8,80,91.4,7.1
ASOS_189,2015-07-21,24.6,27.3,0,1.3,85,95.9,6.9
AWS_328,2015-07-21,24.9,27.7,0,1.2,,,
AWS_329,2015-07-21,23.7,27.2,0,0.8,,,
AWS_330,2015-07-21,24.3,27.7,0,1.4,,,
AWS_685,2015-07-21,25.1,29,0.5,1.6,,,
AWS_724,2015-07-21,22.2,23.5,0.5,1.3,,,
AWS_725,2015-07-21,25.4,29.5,0,2.2,,,
AWS_726,2015-07-21,24.7,26.4,0,2.2,,,
AWS_727,2015-07-21,24.1,27.1,0,1.2,,,
AWS_751,2015-07-21,23.1,28.6,0,1.1,,,
AWS_752,2015-07-21,24.4,27.3,0.5,1.9,,,
AWS_753,2015-07-21,21.1,24.3,0,0.6,,,
AWS_779,2015-07-21,25.3,28.3,0,1.6,,,
AWS_780,2015-07-21,25.2,28.1,0,1.4,,,
AWS_781,2015-07-21,24.1,30.9,0,2.6,,,
AWS_782,2015-07-21,21.5,24.2,0,1.8,,,
AWS_792,2015-07-21,25,28.5,0,1.5,,,
AWS_793,2015-07-21,25.5,28.5,0,2.1,,,
AWS_855,2015-07-21,25.3,27.7,0,2.4,,,
AWS_870,2015-07-21,18.2,22.8,0,1.6,,,
AWS_871,2015-07-21,17.9,22,0,2,,,
AWS_884,2015-07-21,23.5,26.5,0.5,1.2,,,
AWS_885,2015-07-21,23.7,27.4,0,1.5,,,
ASOS_184,2015-07-22,26.5,28.2,4.6,2.3,81,88,0.4
ASOS_185,2015-07-22,23.9,25.4,13.9,5.6,98,100,0
ASOS_188,2015-07-22,24.8,25.7,38.3,3.6,93,97.1,0
ASOS_189,2015-07-22,24.1,24.6,37.7,2.5,97,98.9,0
AWS_328,2015-07-22,24.6,25.3,24,1.6,,,
AWS_329,2015-07-22,23.3,26,9.5,1.2,,,
AWS_330,2015-07-22,23.5,23.9,37.5,1.5,,,
AWS_685,2015-07-22,24.4,24.9,31.5,2.3,,,
AWS_724,2015-07-22,23.2,25.2,1.5,,,,
AWS_725,2015-07-22,25,26.8,15,2.8,,,
AWS_726,2015-07-22,24.6,25.9,15.5,5.1,,,
AWS_727,2015-07-22,23.6,26.6,35.5,4.2,,,
AWS_751,2015-07-22,24.1,27.8,13.5,2,,,
AWS_752,2015-07-22,23.2,23.9,27.5,2.9,,,
AWS_753,2015-07-22,20.5,22.9,75,4.4,,,
AWS_779,2015-07-22,25.8,29.3,14.5,3.5,,,
AWS_780,2015-07-22,24.6,25,50,3.2,,,
AWS_781,2015-07-22,24.6,27.4,9.5,3.3,,,
AWS_782,2015-07-22,21.1,23,56.5,3.4,,,
AWS_792,2015-07-22,25,25.8,46.5,3.3,,,
AWS_793,2015-07-22,24.7,25.7,12.5,2.7,,,
AWS_855,2015-07-22,24.5,25.3,8.5,4.6,,,
AWS_870,2015-07-22,18.3,19.6,109,3.9,,,
AWS_871,2015-07-22,17.3,17.9,173.5,5.2,,,
AWS_884,2015-07-22,23,23.6,34.5,2,,,
AWS_885,2015-07-22,23.1,23.8,53.5,3.9,,,
ASOS_184,2015-07-23,30.4,34.1,0,5.1,53,66.3,6.7
ASOS_185,2015-07-23,24.7,26.5,,8,94,98.8,1.3
ASOS_188,2015-07-23,25.1,25.9,,4.2,94,96,0
ASOS_189,2015-07-23,25.2,26.3,0.3,2.3,97,98.4,0
AWS_328,2015-07-23,25.4,26.5,0,1.4,,,
AWS_329,2015-07-23,25.4,27.9,4,1.8,,,
AWS_330,2015-07-23,24.3,24.9,0.5,2.3,,,
AWS_685,2015-07-23,25.3,26.4,0.5,2.7,,,
AWS_724,2015-07-23,25.8,26.6,1.5,,,,
AWS_725,2015-07-23,26.4,29.7,1,3.5,,,
AWS_726,2015-07-23,25.8,27.6,0,6.4,,,
AWS_727,2015-07-23,24.5,26.2,0.5,7.5,,,
AWS_751,2015-07-23,25.3,27.3,4.5,4.4,,,
AWS_752,2015-07-23,24.2,26.1,0,5.3,,,
AWS_753,2015-07-23,20.4,21.6,26.5,8.4,,,
AWS_779,2015-07-23,27.5,30.1,0,6.7,,,
AWS_780,2015-07-23,25.3,26.5,0,2.8,,,
AWS_781,2015-07-23,25.9,32,1,5.4,,,
AWS_782,2015-07-23,21.3,21.9,16.5,6.9,,,
AWS_792,2015-07-23,25.1,26.6,0,4.1,,,
AWS_793,2015-07-23,25.8,28.3,0,3.1,,,
AWS_855,2015-07-23,25.2,26,0,5.7,,,
AWS_870,2015-07-23,17.9,18.9,41.5,7,,,
AWS_871,2015-07-23,17.1,18.1,37,10,,,
AWS_884,2015-07-23,23.8,24.6,0.5,2.4,,,
AWS_885,2015-07-23,23.9,24.4,3.5,6.2,,,
ASOS_184,2015-07-24,29.5,32.5,0,5.4,61,71.4,6.3
ASOS_185,2015-07-24,24.6,25.7,0,8.7,94,98.6,0.2
ASOS_188,2015-07-24,25.1,28.3,,5.2,83,93.9,3.8
ASOS_189,2015-07-24,25,25.6,0,3.1,97,97.8,0
AWS_328,2015-07-24,25.2,25.8,0,2.1,,,
AWS_329,2015-07-24,25.5,29.6,2.5,1.8,,,
AWS_330,2015-07-24,23.9,24.2,0,2.5,,,
AWS_685,2015-07-24,25.1,25.5,0,2.6,,,
AWS_724,2015-07-24,25.8,26.9,0,7.7,,,
AWS_725,2015-07-24,26.3,30.2,0,3.8,,,
AWS_726,2015-07-24,25.5,26.9,0,6.6,,,
AWS_727,2015-07-24,23.8,24.3,1,7.7,,,
AWS_751,2015-07-24,25.4,27.6,1,4.4,,,
AWS_752,2015-07-24,23.9,24.4,0,5.4,,,
AWS_753,2015-07-24,20.2,20.7,8,9,,,
AWS_779,2015-07-24,27.1,29.3,0,7,,,
AWS_780,2015-07-24,25.2,26.4,0,3.6,,,
AWS_781,2015-07-24,25.9,28.6,0,5.9,,,
AWS_782,2015-07-24,21.1,21.6,10,6.8,,,
AWS_792,2015-07-24,25.3,27.2,0,5.2,,,
AWS_793,2015-07-24,25.7,27.3,0,3.5,,,
AWS_855,2015-07-24,25.1,25.5,0,6.6,,,
AWS_870,2015-07-24,18.1,18.9,19.5,7.8,,,
AWS_871,2015-07-24,17.1,18.1,22.5,9.6,,,
AWS_884,2015-07-24,23.6,23.8,0,2.4,,,
AWS_885,2015-07-24,23.5,23.9,0,6.4,,,
ASOS_184,2015-07-25,29.1,33.8,,3.3,44,68.8,13.3
ASOS_185,2015-07-25,25.7,27.9,,8.3,82,92.1,11.6
ASOS_188,2015-07-25,26,28.6,,3.8,81,89.6,7.5
ASOS_189,2015-07-25,26.3,28.4,,1.6,82,90.8,10.1
AWS_328,2015-07-25,26.1,28.2,0,2,,,
AWS_329,2015-07-25,25.6,31.6,0,1.5,,,
AWS_330,2015-07-25,25.3,28.2,0,2.2,,,
AWS_685,2015-07-25,26.7,29.4,0,1.9,,,
AWS_724,2015-07-25,26.7,28.5,0,6,,,
AWS_725,2015-07-25,27.7,31.6,0,3.2,,,
AWS_726,2015-07-25,26,28.2,0,5,,,
AWS_727,2015-07-25,25.2,28.9,0,6.7,,,
AWS_751,2015-07-25,25.7,28.3,0,5.2,,,
AWS_752,2015-07-25,25,27.4,0,5.1,,,
AWS_753,2015-07-25,21,24.8,0,5.3,,,
AWS_779,2015-07-25,28.3,32.2,0,6,,,
AWS_780,2015-07-25,26.1,28.9,0,2.4,,,
AWS_781,2015-07-25,26.3,29.8,0,5.2,,,
AWS_782,2015-07-25,21.2,23.5,0,4.9,,,
AWS_792,2015-07-25,25.5,28.3,0,3.2,,,
AWS_793,2015-07-25,26.5,29.3,0,4,,,
AWS_855,2015-07-25,25.5,27.4,0,5.4,,,
AWS_870,2015-07-25,17.7,20.2,0.5,6.9,,,
AWS_871,2015-07-25,16.3,18.5,4,7.8,,,
AWS_884,2015-07-25,24.7,26.8,0,1.6,,,
AWS_885,2015-07-25,24.2,26.5,0,4.7,,,
ASOS_184,2015-07-26,27.5,29.7,,2.9,67,75.4,12.9
ASOS_185,2015-07-26,26.4,29.6,,3.5,68,84.3,12.9
ASOS_188,2015-07-26,26.5,30,,2.3,62,81.6,12.1
ASOS_189,2015-07-26,27.1,30.2,,1.4,68,80.4,8.2
AWS_328,2015-07-26,26.5,29.5,0,1.4,,,
AWS_329,2015-07-26,24.2,29,0,1.7,,,
AWS_330,2015-07-26,25.6,30.1,0,2,,,
AWS_685,2015-07-26,26.7,30.8,0,2.1,,,
AWS_724,2015-07-26,25.8,29.4,0,2.7,,,
AWS_725,2015-07-26,27.4,31.8,0,2.2,,,
AWS_726,2015-07-26,26.5,28.7,0,2.2,,,
AWS_727,2015-07-26,24.7,29.2,0,1.6,,,
AWS_751,2015-07-26,24.9,28.5,0,2.3,,,
AWS_752,2015-07-26,25.5,29.4,0,2.2,,,
AWS_753,2015-07-26,19.6,25.6,0,0.5,,,
AWS_779,2015-07-26,27.1,31.3,0,1.8,,,
AWS_780,2015-07-26,26.8,31.9,0,1.8,,,
AWS_781,2015-07-26,24.8,27.5,0,2.1,,,
AWS_782,2015-07-26,21.6,25.3,0,2.7,,,
AWS_792,2015-07-26,26,30.2,0,2,,,
AWS_793,2015-07-26,27,31,0,2.6,,,
AWS_855,2015-07-26,26.6,28.8,0,2.9,,,
AWS_870,2015-07-26,18.5,23.3,0,2.5,,,
AWS_871,2015-07-26,17.8,23,0,2.8,,,
AWS_884,2015-07-26,25.3,29,0,2,,,
AWS_885,2015-07-26,25.1,28.7,0,1.8,,,
ASOS_184,2015-07-27,27.8,31.1,0.2,2,68,81.5,6.4
ASOS_185,2015-07-27,25.2,27.3,,3.4,92,99.5,0
ASOS_188,2015-07-27,27.3,32.7,0,2.5,64,84.1,7.9
ASOS_189,2015-07-27,26.2,29.4,,2,79,94.9,6.2
AWS_328,2015-07-27,26.2,29,0,0.9,,,
AWS_329,2015-07-27,25.9,30.7,0,1.5,,,
AWS_330,2015-07-27,25.6,29.4,0,1.2,,,
AWS_685,2015-07-27,26.7,30.5,0,1.9,,,
AWS_724,2015-07-27,25.7,27,0,2.6,,,
AWS_725,2015-07-27,27.3,33.3,23,1.4,,,
AWS_726,2015-07-27,26,27.8,0,2,,,
AWS_727,2015-07-27,27.4,31.7,0,2.4,,,
AWS_751,2015-07-27,25.9,30.7,0,1.2,,,
AWS_752,2015-07-27,24.9,27.7,0,1.6,,,
AWS_753,2015-07-27,23.2,26.5,0,2.1,,,
AWS_779,2015-07-27,28.1,32.2,0,2.7,,,
AWS_780,2015-07-27,26.5,29.6,0,2.5,,,
AWS_781,2015-07-27,26.2,31.7,42.5,1.2,,,
AWS_782,2015-07-27,23,26.3,0,0.8,,,
AWS_792,2015-07-27,26.8,32,0,2.8,,,
AWS_793,2015-07-27,26.2,28.2,0,1.5,,,
AWS_855,2015-07-27,26.2,28.7,0,1.5,,,
AWS_870,2015-07-27,21.2,24.7,0,2.8,,,
AWS_871,2015-07-27,18.4,21.2,0,3.3,,,
AWS_884,2015-07-27,25.1,28.5,0,1.7,,,
AWS_885,2015-07-27,25.1,29.3,0,2,,,
ASOS_184,2015-07-28,27.6,30.9,,1.8,73,88.4,7.6
ASOS_185,2015-07-28,25.9,27.7,,3.5,91,98.4,4.8
ASOS_188,2015-07-28,26.9,31.2,23.1,2.4,73,91.5,4.9
ASOS_189,2015-07-28,26.7,29.8,,1.9,84,95.3,6.7
AWS_328,2015-07-28,26.9,30.1,0,0.9,,,
AWS_329,2015-07-28,26.6,31.6,0,1.4,,,
AWS_330,2015-07-28,26.2,31.6,0,1.2,,,
AWS_685,2015-07-28,27.1,31.7,0,1.9,,,
AWS_724,2015-07-28,25.9,27.9,5.5,3.1,,,
AWS_725,2015-07-28,26.8,30.2,0,1.7,,,
AWS_726,2015-07-28,26.5,27.7,0,2.5,,,
AWS_727,2015-07-28,28,31.5,0,2.4,,,
AWS_751,2015-07-28,26.5,30.8,0,1.6,,,
AWS_752,2015-07-28,26.1,30.7,0,1.7,,,
AWS_753,2015-07-28,23.5,26.2,0,2.7,,,
AWS_779,2015-07-28,28.7,33.6,0,3,,,
AWS_780,2015-07-28,26.8,29.8,0,2.2,,,
AWS_781,2015-07-28,26.1,28.4,0,1.5,,,
AWS_782,2015-07-28,24.3,28.7,0,1.7,,,
AWS_792,2015-07-28,27.1,32,1.5,2.3,,,
AWS_793,2015-07-28,27,29.8,0,1.6,,,
AWS_855,2015-07-28,26.7,29,0,1.7,,,
AWS_870,2015-07-28,21.1,24.8,0,3,,,
AWS_871,2015-07-28,18.8,21.8,0,3.4,,,
AWS_884,2015-07-28,25.6,29.5,0,1.7,,,
AWS_885,2015-07-28,25.6,30.7,0,1.9,,,
ASOS_184,2015-07-29,30.5,36.7,,2.6,49,73.9,12.1
ASOS_185,2015-07-29,26.3,28.9,0,4.4,87,96.6,4
ASOS_188,2015-07-29,28,32.9,,4,72,87.6,10.7
ASOS_189,2015-07-29,27.1,29.7,,2.2,86,94.1,8.5
AWS_328,2015-07-29,27.1,29.8,0,1.2,,,
AWS_329,2015-07-29,28,34.6,0,1.7,,,
AWS_330,2015-07-29,26.6,30.7,0,1.3,,,
AWS_685,2015-07-29,27.7,31.2,0,2.4,,,
AWS_724,2015-07-29,26.5,28.2,0,3.4,,,
AWS_725,2015-07-29,28.1,33.1,0,2.1,,,
AWS_726,2015-07-29,27.1,29.4,0,2.8,,,
AWS_727,2015-07-29,28.8,33.3,0,3.6,,,
AWS_751,2015-07-29,27.4,33.6,0,1.6,,,
AWS_752,2015-07-29,25.9,29.6,0,2.1,,,
AWS_753,2015-07-29,24.5,28.1,0,2.8,,,
AWS_779,2015-07-29,29.2,34.2,0,4,,,
AWS_780,2015-07-29,27.3,30.1,0,3.1,,,
AWS_781,2015-07-29,27.4,32,0,1.9,,,
AWS_782,2015-07-29,25.6,29.9,0,2.5,,,
AWS_792,2015-07-29,27.6,32.2,0,3.9,,,
AWS_793,2015-07-29,27.2,30.2,0,1.8,,,
AWS_855,2015-07-29,27,29.8,0,1.9,,,
AWS_870,2015-07-29,21.6,25.8,0,3.6,,,
AWS_871,2015-07-29,19.4,23.7,0,2.9,,,
AWS_884,2015-07-29,25.9,29.5,0,2.2,,,
AWS_885,2015-07-29,26.1,31,0,2.7,,,
ASOS_184,2015-07-30,28.1,30.4,,2.4,74,83.1,9.9
ASOS_185,2015-07-30,26.3,28.5,,4.9,87,95.3,9.4
ASOS_188,2015-07-30,27.4,31.7,,3.7,70,86.4,10.7
ASOS_189,2015-07-30,26.8,30.1,,2.2,81,93.3,9.5
AWS_328,2015-07-30,26.7,29.5,0,1,,,
AWS_329,2015-07-30,25.5,30.9,0,1.5,,,
AWS_330,2015-07-30,25.2,29.5,0,1.3,,,
AWS_685,2015-07-30,26.7,30.5,0,2.1,,,
AWS_724,2015-07-30,27.1,28.7,0,3.9,,,
AWS_725,2015-07-30,27.5,31.3,0,2.3,,,
AWS_726,2015-07-30,27.3,29.4,0,2.6,,,
AWS_727,2015-07-30,28.1,33.2,0,2.8,,,
AWS_751,2015-07-30,26.8,31.8,0,1.5,,,
AWS_752,2015-07-30,25.4,28.3,0,2.4,,,
AWS_753,2015-07-30,23.1,28.2,0,1.3,,,
AWS_779,2015-07-30,28.9,33.4,0,3.6,,,
AWS_780,2015-07-30,27.2,30.4,0,3,,,
AWS_781,2015-07-30,26.7,30.2,0,1.9,,,
AWS_782,2015-07-30,24.5,28.7,0,2.1,,,
AWS_792,2015-07-30,27.2,31.6,0,3.4,,,
AWS_793,2015-07-30,27.4,30.4,0,2.1,,,
AWS_855,2015-07-30,26.7,30.3,0,1.7,,,
AWS_870,2015-07-30,21.8,25.1,0,2.5,,,
AWS_871,2015-07-30,19.6,24.3,0,2,,,
AWS_884,2015-07-30,25.3,28.6,0,1.8,,,
AWS_885,2015-07-30,25.2,29.5,0,2.7,,,
ASOS_184,2015-07-31,28.1,33.6,,2.2,61,82.1,12.3
ASOS_185,2015-07-31,26.3,29.2,,4.8,86,94.6,12.4
ASOS_188,2015-07-31,27.5,31.9,,3.5,67,84.1,12.5
ASOS_189,2015-07-31,27.1,30,,2.2,82,91.5,12.2
AWS_328,2015-07-31,26.5,29.8,0,0.9,,,
AWS_329,2015-07-31,25.3,31,0,1.3,,,
AWS_330,2015-07-31,25.1,29.1,0,1.3,,,
AWS_685,2015-07-31,26.8,31.1,0,1.9,,,
AWS_724,2015-07-31,27.1,29.3,0,3.4,,,
AWS_725,2015-07-31,27.3,32,0,2.1,,,
AWS_726,2015-07-31,27.4,29.7,0,2.8,,,
AWS_727,2015-07-31,27.3,33.2,0,2.3,,,
AWS_751,2015-07-31,26.5,32.1,0,1.7,,,
AWS_752,2015-07-31,25.5,28.8,0,2.3,,,
AWS_753,2015-07-31,23.7,28.9,0,1.9,,,
AWS_779,2015-07-31,28.8,33.1,0,3.3,,,
AWS_780,2015-07-31,27.1,30.9,0,2.6,,,
AWS_781,2015-07-31,26.7,32.6,0,2.3,,,
AWS_782,2015-07-31,24,28,0,1.9,,,
AWS_792,2015-07-31,26.9,31.7,0,3.1,,,
AWS_793,2015-07-31,27.1,30.5,0,2,,,
AWS_855,2015-07-31,26.7,29.9,0,2,,,
AWS_870,2015-07-31,21.4,26.1,0,2.1,,,
AWS_871,2015-07-31,19.8,24.6,0,2.5,,,
AWS_884,2015-07-31,25.3,29.2,0,1.9,,,
AWS_885,2015-07-31,25.1,29.3,0,2.7,,,
ASOS_184,2015-08-01,27.9,30.5,,2.1,67,79.4,12.2
ASOS_185,2015-08-01,26.3,29.1,,4.6,83,93,12
ASOS_188,2015-08-01,26.8,31.1,,3,70,84.6,12.3
ASOS_189,2015-08-01,27,29.6,,2.1,81,88.4,12.6
AWS_328,2015-08-01,26.3,29.4,0,0.9,,,
AWS_329,2015-08-01,24.3,29.3,0,1.7,,,
AWS_330,2015-08-01,25,29.9,0,1.5,,,
AWS_685,2015-08-01,26.6,30.6,0,2.2,,,
AWS_724,2015-08-01,27.3,29.4,0,4.1,,,
AWS_725,2015-08-01,27.3,31,0,2.1,,,
AWS_726,2015-08-01,27.5,30.2,0,2.8,,,
AWS_727,2015-08-01,27,32.4,0,2.7,,,
AWS_751,2015-08-01,25.1,30,0,2,,,
AWS_752,2015-08-01,25.3,28.5,0,2.4,,,
AWS_753,2015-08-01,24.2,27.2,0,2.6,,,
AWS_779,2015-08-01,28.5,33,0,3.2,,,
AWS_780,2015-08-01,26.3,31,0,2.2,,,
AWS_781,2015-08-01,26.6,32.1,0,2.2,,,
AWS_782,2015-08-01,22.9,27.2,0,2.4,,,
AWS_792,2015-08-01,26.6,30.8,0,3.1,,,
AWS_793,2015-08-01,26.9,30.5,0,2,,,
AWS_855,2015-08-01,26.8,29.9,0,2,,,
AWS_870,2015-08-01,20.8,25.8,0,3.3,,,
AWS_871,2015-08-01,18.5,22.8,0,2.5,,,
AWS_884,2015-08-01,25,28.4,0,2,,,
AWS_885,2015-08-01,24.1,28.6,0,3,,,
ASOS_184,2015-08-02,28.6,32,,2.1,58,71.4,12.5
ASOS_185,2015-08-02,26.5,29,,5.5,85,93.1,10.9
ASOS_188,2015-08-02,27,31.4,,3.5,72,84.9,11.3
ASOS_189,2015-08-02,27.2,29.6,,2.3,84,88.3,11.6
AWS_328,2015-08-02,26.5,29.6,0,1,,,
AWS_329,2015-08-02,24.8,31.1,0,1.6,,,
AWS_330,2015-08-02,25,29.6,0,1.5,,,
AWS_685,2015-08-02,26.7,30.8,0,2.4,,,
AWS_724,2015-08-02,27.5,29.5,0,4.9,,,
AWS_725,2015-08-02,27,31.5,0,2.4,,,
AWS_726,2015-08-02,27.6,29.9,0,3.1,,,
AWS_727,2015-08-02,26.9,31.1,0,3.5,,,
AWS_751,2015-08-02,25.3,30.8,0,1.9,,,
AWS_752,2015-08-02,25.4,28.3,0,2.6,,,
AWS_753,2015-08-02,22.4,27.3,0,1.8,,,
AWS_779,2015-08-02,28.8,33.6,0,3.6,,,
AWS_780,2015-08-02,27.2,30.7,0,3,,,
AWS_781,2015-08-02,26.6,31.9,0,2.6,,,
AWS_782,2015-08-02,23.9,26.8,0,2.5,,,
AWS_792,2015-08-02,26.6,30.3,0,3.3,,,
AWS_793,2015-08-02,27.4,31.3,0,2.3,,,
AWS_855,2015-08-02,26.7,28.6,0,2.2,,,
AWS_870,2015-08-02,19.9,24.2,0,2.1,,,
AWS_871,2015-08-02,19.1,23.9,0,2.4,,,
AWS_884,2015-08-02,25.1,28.4,0,2,,,
AWS_885,2015-08-02,24.6,28.3,0,3.4,,,
ASOS_184,2015-08-03,28,30.6,,2.5,63,73.5,12.1
ASOS_185,2015-08-03,26.6,29.4,,5.9,80,90.5,12.1
ASOS_188,2015-08-03,27.9,31.8,,4.6,60,80.6,13
ASOS_189,2015-08-03,27.5,30.5,,2,71,83.8,12.4
AWS_328,2015-08-03,27,30.6,0,0.9,,,
AWS_329,2015-08-03,24.5,29.9,0,1.9,,,
AWS_330,2015-08-03,25.4,30.1,0,1.5,,,
AWS_685,2015-08-03,27,31.8,0,2.3,,,
AWS_724,2015-08-03,27.4,30,0,5.3,,,
AWS_725,2015-08-03,27.4,32,0,2.7,,,
AWS_726,2015-08-03,27.7,30.4,0,3.4,,,
AWS_727,2015-08-03,27.2,31.2,0,3.6,,,
AWS_751,2015-08-03,25.4,30.8,0,2,,,
AWS_752,2015-08-03,25.9,28.8,0,3.1,,,
AWS_753,2015-08-03,23.2,27.1,0,1.3,,,
AWS_779,2015-08-03,28.8,33.4,0,4.1,,,
AWS_780,2015-08-03,27.4,31.3,0,3,,,
AWS_781,2015-08-03,26.5,32.4,0,2.8,,,
AWS_782,2015-08-03,23.4,27.9,0,2.5,,,
AWS_792,2015-08-03,27.6,31.4,0,4.1,,,
AWS_793,2015-08-03,27.4,31.6,0,2.4,,,
AWS_855,2015-08-03,27,29.5,0,2.8,,,
AWS_870,2015-08-03,21.7,24.9,0,2.6,,,
AWS_871,2015-08-03,19.9,24.6,0,2.6,,,
AWS_884,2015-08-03,25.9,30,0,1.8,,,
AWS_885,2015-08-03,25.2,29.6,0,4,,,
ASOS_184,2015-08-04,28.4,31.6,,2.2,60,71.6,13
ASOS_185,2015-08-04,27.1,29.6,,6.3,82,92.4,12.5
ASOS_188,2015-08-04,28,31.8,,4.3,70,85.1,12.3
ASOS_189,2015-08-04,27.8,31,,2.1,77,87.4,11.2
AWS_328,2015-08-04,27.5,31,0,1,,,
AWS_329,2015-08-04,24.8,30.5,0,1.7,,,
AWS_330,2015-08-04,26,30,0,1.3,,,
AWS_685,2015-08-04,27.5,31.4,0,2.2,,,
AWS_724,2015-08-04,27.8,29.5,0,6.7,,,
AWS_725,2015-08-04,27.5,31.6,0,2.7,,,
AWS_726,2015-08-04,27.9,30.5,0,3.6,,,
AWS_727,2015-08-04,27,31.3,0,4.5,,,
AWS_751,2015-08-04,25.7,30.6,0,2.3,,,
AWS_752,2015-08-04,26.1,29.1,0,3.2,,,
AWS_753,2015-08-04,22.8,27.9,0,1.9,,,
AWS_779,2015-08-04,29.3,33.6,0,4.3,,,
AWS_780,2015-08-04,27.8,31.5,0,3,,,
AWS_781,2015-08-04,27.4,31.7,0,3.2,,,
AWS_782,2015-08-04,23.6,28.9,0,2.1,,,
AWS_792,2015-08-04,27.7,31.3,0,4.1,,,
AWS_793,2015-08-04,27.8,31.2,0,2.5,,,
AWS_855,2015-08-04,27.2,30.5,0,2.8,,,
AWS_870,2015-08-04,21.1,25.9,0,3.1,,,
AWS_871,2015-08-04,19.2,23.6,0,2.7,,,
AWS_884,2015-08-04,26.2,30,0,1.9,,,
AWS_885,2015-08-04,25.7,29.6,0,4.6,,,
